call_quarter,n_transcripts,n_companies,share_guidance_raised,share_guidance_lowered,share_positive_composite,share_negative_qna_gap,ew_overall_net_tone,tw_overall_net_tone,ew_prepared_net_tone,tw_prepared_net_tone,ew_qa_net_tone,tw_qa_net_tone,ew_management_qa_net_tone,tw_management_qa_net_tone,ew_analyst_question_net_tone,tw_analyst_question_net_tone,ew_demand_net,tw_demand_net,ew_pricing_power_net,tw_pricing_power_net,ew_capex_net,tw_capex_net,ew_supply_chain_pressure_density,tw_supply_chain_pressure_density,ew_labor_pressure_density,tw_labor_pressure_density,ew_automation_density,tw_automation_density,ew_uncertainty_density,tw_uncertainty_density,ew_macro_risk_density,tw_macro_risk_density,ew_growth_signal,tw_growth_signal,ew_margin_signal,tw_margin_signal,ew_credibility_signal,tw_credibility_signal,ew_composite_signal,tw_composite_signal,ew_qna_reality_gap,tw_qna_reality_gap,ew_analyst_management_gap,tw_analyst_management_gap,ew_complexity_score,tw_complexity_score,ew_numeric_token_share,tw_numeric_token_share,ew_composite_signal_rolling_mean4,ew_composite_signal_rolling_z8,ew_growth_signal_rolling_mean4,ew_growth_signal_rolling_z8,ew_margin_signal_rolling_mean4,ew_margin_signal_rolling_z8,ew_macro_risk_density_rolling_mean4,ew_macro_risk_density_rolling_z8
2022Q3,448,448,0.10491071428571429,0.078125,0.546875,0.8058035714285714,0.007847927351027253,0.007665656313296792,0.010182171084369085,0.010721136087727139,0.004028335143234819,0.004800373152913708,0.004337926541773695,0.005174778889274853,0.00306164756764091,0.0037140380878700747,0.00014724651842311975,0.00014531681591427068,2.3830310899171252e-05,8.159500358818375e-06,0.0007146085427615119,0.000763107557368046,0.000664956544696069,0.0006624737196092292,7.080149254979585e-05,7.343550322940512e-05,0.0002963924674619715,0.0003077297278184748,0.0006363350131266593,0.0005890382163798063,0.0006831467992404829,0.0007226986032100689,0.008026635612971426,0.007851382083369067,-0.0004155352588847239,-0.00042001999466134303,-0.005204300581589278,-0.0046746546134273205,0.002406799772497425,0.002756707475280404,-0.005844244542595367,-0.005546357198452253,0.0012762789741327851,0.0014607408014047788,3.038063525460834,2.8113780517443483,0.02427275123871361,0.02221754238180473,,0.0,,0.0,,0.0,,0.0
2022Q4,502,502,0.1454183266932271,0.08366533864541832,0.5418326693227091,0.8406374501992032,0.008432285067695179,0.007804698728745843,0.011262424800793053,0.011505096090521047,0.0039332006704499165,0.004673382968736526,0.0043543705498651575,0.005226091635220391,0.0026953046675840375,0.003177832086992417,0.00012822777252225834,0.00011359630224448876,-1.369854380335694e-06,-2.018820225565707e-05,0.0008827122787850993,0.0008918966966676979,0.0005937551765270103,0.000593593409606542,4.643467286449281e-05,5.031984741334032e-05,0.0002797584064766921,0.0002537084522277657,0.0006310452191651122,0.0005908815615423354,0.0008386753026497238,0.0008189781153860795,0.00860454981635283,0.007991213612271971,-0.0003618012972951518,-0.00041039300704777935,-0.005880033587811903,-0.0048216264686150295,0.0023627149312457733,0.0027591941366091606,-0.006908054250927872,-0.006279004455300625,0.0016590658822811142,0.0020482595482279663,2.888247847289994,2.640041613601211,0.02350109039074454,0.021921977118028624,0.002384757351871599,0.0,0.008315592714662128,0.0,-0.00038866827808993785,0.0,0.0007609110509451034,0.0
2023Q1,478,478,0.04602510460251046,0.056485355648535567,0.602510460251046,0.8682008368200836,0.00889406584038306,0.008570256518632705,0.011853147136163951,0.012322056126163562,0.004166835384743923,0.005132191251515103,0.004439904260677598,0.0055077818779030304,0.00343928318288557,0.004176894743370204,0.00011681052620837059,0.00010809606096130498,3.081816880222368e-05,1.5789312275242957e-05,0.0009271612334177677,0.0009677026581003127,0.0004173047222563594,0.00042206046274220293,3.4284603279772396e-05,3.461503075727073e-05,0.0005343207615075662,0.00047944854005032596,0.0005862443482175953,0.0005675043200468878,0.00063956762107448,0.0006488800063885633,0.009298469978934744,0.008997175231305787,0.00011354960477365526,3.856235882609267e-05,-0.006998866145911932,-0.006050891433774604,0.002413153437796468,0.0029848461563572763,-0.0074132428754863245,-0.006814274248260498,0.0010006210777920245,0.0013308871345328215,2.885259267462113,2.6393842447985265,0.026627741918265398,0.024741245054073796,0.0023942227138465553,0.0,0.008643218469419666,0.0,-0.00022126231713540684,0.0,0.000720463240988229,0.0
2023Q2,399,399,0.15037593984962405,0.07268170426065163,0.6290726817042607,0.8421052631578947,0.008920666025814946,0.008389510743436272,0.011617166909996101,0.01196018818348756,0.0040845567383937685,0.005125692745798801,0.004398524993660117,0.005487480739218562,0.0033122582388980006,0.00419401224031209,0.00013653500688711476,0.0001081448035237661,-3.634949554005661e-05,-5.1704267378163784e-05,0.0007972965382783937,0.0008327939249458806,0.0003114017952600943,0.00032996005746669874,5.015236988698937e-05,5.328302363397453e-05,0.0010008066401783512,0.0010321119022433853,0.0005051214242416407,0.0005012551112233354,0.00042581605610048854,0.0004467880203974988,0.009428681514879994,0.008883661451508453,0.0006029029794912057,0.0005971645537645418,-0.006637496585815525,-0.005680494056585878,0.003394087908555683,0.003800331948687131,-0.007218641916335959,-0.006472707444268966,0.0010862667547621124,0.0012934684989064685,2.8969028420258867,2.6841174905865937,0.022330289219962815,0.02045278729416961,0.0026441890125238374,1.7303101811487211,0.008839584230784748,1.0439432731111244,-1.5220992978753672e-05,1.500242869780303,0.0006468014447662938,-1.4982195193058285
2023Q3,480,480,0.24166666666666667,0.08125,0.6541666666666667,0.8895833333333333,0.009318215848133653,0.00881093665911601,0.012491940625740265,0.012910374851936296,0.004414963526313451,0.005463066236984013,0.0047175067929544345,0.005827222911434121,0.0035576279753434244,0.00447625873856341,0.0001446090912042148,0.00014048890137677135,2.016113644461955e-06,1.607424500877975e-05,0.000769078051842065,0.0007712422755215133,0.00033201471844358343,0.0003269501434786833,2.7499049042158117e-05,3.3755914518444864e-05,0.001180351262183508,0.0011367706070213304,0.00043668467592866667,0.0004645456807538805,0.00043513370009196165,0.0004504003451461577,0.009796769291088003,0.009272267490868175,0.0008228536083422255,0.0007921387940329769,-0.007051239691103506,-0.006196733448385363,0.003568383208326727,0.0038676728365157928,-0.00777443383278581,-0.007083151940502145,0.0011598788176110048,0.001350964172870704,2.8631699761855383,2.6456096025472564,0.02269241423582064,0.02101096713588454,0.002934584871481163,1.3802906229961327,0.009282117650313892,1.2087307514348635,0.00029437622382798366,1.3458142364189032,0.0005847981699791635,-1.0802238879468655
2023Q4,482,482,0.16597510373443983,0.07261410788381743,0.5954356846473029,0.8547717842323651,0.008954504412618004,0.008445012747099093,0.01198752181148549,0.012384344452006445,0.00434023097682788,0.00523246323807518,0.004688774245920133,0.005686495912238965,0.0033248699183317898,0.004072823754152428,8.661607822474852e-05,9.625846828313524e-05,-5.196482947308444e-05,-6.67137898992154e-05,0.0008152651876495204,0.0008469474470061721,0.0003081573257754707,0.00032403840808187197,2.6759915943611636e-05,3.081541723915546e-05,0.0009817558323337013,0.0008990477400703412,0.00047743246819147037,0.0004800216025604977,0.0004969648163668109,0.0005048010102373568,0.00935942086212549,0.008883417652151076,0.0005948737611415299,0.0004774801248500918,-0.0064122757061684955,-0.005564197984241455,0.0035420189170985317,0.003796699792759723,-0.00729874756556533,-0.006697848539767446,0.0013639043275883412,0.0016136721580865309,2.8685896222449148,2.6502245741293597,0.02253808701743189,0.021197512528690853,0.0032294108679443525,1.0676451993613023,0.009470835411757058,0.462958477828008,0.0005335449884371541,0.7622401427756457,0.0004993705484084353,-0.6028546603475068
2024Q1,469,469,0.042643923240938165,0.046908315565031986,0.673773987206823,0.8571428571428571,0.009661862932222848,0.009635273892165718,0.012642340512593204,0.013446359749124812,0.0048831455143889,0.005907818705826726,0.0051693709475854055,0.006277855240173403,0.004079293962979037,0.004883014498044328,0.0001270572099341557,0.00013651179881248753,3.950493787060172e-05,3.9408717901987273e-05,0.0009145352961122593,0.0009672475721864762,0.00025371115620155137,0.000262934965842074,2.4981937974409325e-05,2.9635355862293548e-05,0.0010013451898630156,0.0009836415988337258,0.0004050241964942932,0.0003985009554249182,0.0003883283555515458,0.0003795847708319713,0.010315127082717748,0.010359448492332751,0.000762157033557651,0.0007304799950313384,-0.006787916776895733,-0.006172164722247261,0.004289367339379675,0.004917763765116835,-0.007472969565007773,-0.007168504508951376,0.0010900769846063632,0.0013948407421290662,2.9052596651241096,2.6994819898608706,0.027002150045536896,0.025114703014325494,0.003698464343340154,1.6497004000554676,0.00972499968770281,1.5137579603746787,0.000695696845633153,0.9462205703392618,0.0004365607320277017,-1.1027348021259007
2024Q2,469,469,0.16844349680170576,0.05543710021321962,0.6695095948827292,0.8784648187633263,0.009436888033802335,0.00903109970805726,0.012747835305465376,0.01324155250901612,0.0046472338920150935,0.005552767576716039,0.004917822288396861,0.00588311069102481,0.004049841753833764,0.004807223457516916,0.00015442253134956025,0.00015094219970675075,2.9683348244509568e-05,5.945206990632158e-06,0.0008669117030707837,0.0008884781558231696,0.00023621046080807948,0.00025168042927034453,2.6767096512356527e-05,3.0056324230444964e-05,0.001179554827541654,0.0011193503606263197,0.00038906937623772855,0.00040097118259081207,0.00036293216158552903,0.00036133646931989623,0.010095290106637183,0.00970918359426732,0.0009462606184657243,0.000843558814116158,-0.007351101858743148,-0.0066835257670742245,0.003690448866359764,0.003869216641309262,-0.007830013017068487,-0.0073584418179912705,0.0008679805345630953,0.0010758872335078903,2.8478668818755324,2.633909030524516,0.022323359519435117,0.020564470980618914,0.0037725545827911743,0.7121014764063909,0.009891651835642105,1.0318472413938424,0.0007815362553767826,1.1226381639455223,0.00042083975839896185,-1.0820101963630377
2024Q3,464,464,0.20689655172413793,0.10991379310344827,0.6551724137931034,0.8728448275862069,0.009693670621432959,0.009162682526775741,0.013040570915884096,0.013438966647341481,0.0050903378644297104,0.0057612402478861005,0.005151236452508291,0.006016888196677206,0.004295362735703964,0.0049450253926612,0.00012813301053874205,0.00012831978720354375,1.9534479632891817e-05,1.4943570155342885e-05,0.0009098249451612732,0.0009349477153717258,0.00021789095772427688,0.0002283767352002377,2.2664757850457833e-05,2.533909721993758e-05,0.0010861331253789253,0.0010538465561730106,0.0003608292144659437,0.0003677417699099155,0.00032123689496091275,0.00033850435004075837,0.010410391682172086,0.009887445679310285,0.0008651118894370805,0.0008150742939081768,-0.007394289961037429,-0.006717957416558192,0.0038812136105717526,0.003984562556660286,-0.007889334463375778,-0.007422078450664244,0.0008558737168043271,0.0010718628040160061,2.8591165952116318,2.667995490665359,0.02229702030228957,0.020902156324687348,0.0038507621833524307,0.771864312326417,0.010045057433413126,1.3127877732655422,0.0007921008256504964,0.7688494942379982,0.0003923655571161996,-1.0426741050384922
2024Q4,488,484,0.18442622950819673,0.08401639344262295,0.6700819672131147,0.8729508196721312,0.01002030760959919,0.009707473700217963,0.013383315076876536,0.014141661114459088,0.00492928559444738,0.006048337409173959,0.005262567707708744,0.006444126553223892,0.004129855700982616,0.005105093821357985,0.0001803021128725338,0.0001655742516927747,-1.4693022402619732e-06,8.359088434972342e-06,0.0010065692682962374,0.0010030906121970867,0.0002367235747638848,0.00023952003400217457,2.4202495834764136e-05,2.186223129147137e-05,0.0012339369694431236,0.0010940760747778064,0.000352647855247293,0.0003581547890985557,0.0003183136660086107,0.00032986248978018163,0.010888865324759382,0.010546276074327676,0.0009715415966042076,0.0008410528979191262,-0.007340683217688966,-0.006716656618467852,0.004519723703674634,0.004670672353778963,-0.008120747369167767,-0.007697534561235166,0.0011327120067261265,0.0013390327318659038,2.913508042165532,2.6876400462603525,0.023803170567207946,0.02191302882888845,0.004095188379996456,1.440922413961349,0.0104274185490716,1.7464143863541601,0.0008862677845161658,1.0031261878925264,0.00034770276952664957,-1.0612193381920578
